FE1,FE2,FE3,FE4,FE5,FE6,FE7,FE8,FE9,FE10,FE11,FE12,FE13,FE14,FE15,FE16,FE17,FE18,FE19,FE20,FE21,FE22,FE23,FE24,FE25,FE26,FE27,FE28,FE29,FE30,FE31,FE32,Age,Race,Gender,Education,Industry,Occupation,Hours,Years,WorkSituation,OOP1,OOP2,OOP3,OOP4,OOP5,FO1,FO2,FO3,FO4,FO5,FO6,FO7,FO8,FO9,FO10,FO11,FO12,FO13,FO14,FO15,FO16,FO17,FO18,FO19,FO20,RF1,RF2,RF3,RF4,RF5,RF6,RF7,RF8,RF9,RF10,RF11,RF12,SAT1,SAT2,SAT3,SAT4,SAT5,SAT6,SAT7,GO1,GO2,GO3,GO4,GO5,GO6,GO7,GO8,GO9,GO10,GO11,GO12,GO13,class,ID
6,6,2,6,6,6,6,6,6,2,5,6,2,2,6,6,3,5,5,5,6,5,6,6,2,2,5,2,2,2,6,6,33,1,1,5,10,Journslist,50,26,5,5,6,5,6,3,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,3,3,4,4,4,4,5,5,5,5,5,3,4,4,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,3,5,5,5,5,3,5,4,3,449
7,7,5,6,6,5,5,5,6,3,6,6,2,1,6,5,3,5,5,6,6,6,4,2,5,3,7,3,5,5,6,6,11,1,1,5,2,Production Assistant,40,10,6,5,5,2,4,2,4,4,4,3,3,5,5,4,5,4,5,5,3,4,4,4,3,5,2,3,4,5,4,5,5,3,4,2,3,3,4,4,4,3,4,3,2,2,2,5,3,4,5,5,1,3,3,2,3,3,5,6,2,526
7,7,7,7,7,7,7,7,7,7,7,7,1,2,7,7,1,7,7,7,7,7,7,7,1,1,7,5,1,6,6,6,34,1,1,6,10,FINANCIAL MANAGER,35,25,1,4,6,4,5,4,5,3,4,4,5,4,3,4,3,5,3,5,4,4,4,3,4,4,3,4,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,5,1,6,6,6,6,6,6,6,6,6,6,6,6,7,3,409
7,7,1,7,7,7,7,7,7,1,7,6,1,1,7,7,1,7,7,6,6,6,6,7,1,2,5,1,1,1,7,7,18,1,2,6,4,occupational therapist,35,13,6,7,7,2,6,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,2,1,1,1,3,1,1,7,7,7,7,7,5,7,5,7,2,1,2,1,3,179
6,6,1,6,7,6,6,6,6,6,6,5,5,1,6,6,1,7,6,7,6,6,6,7,1,1,6,6,6,1,6,6,48,1,2,6,9,Computer Engineer,38,33,1,7,6,2,7,3,5,4,5,4,5,4,5,5,5,5,5,4,5,4,5,4,5,4,5,4,4,3,4,5,4,3,4,4,5,4,4,5,7,6,6,6,7,6,7,7,6,7,6,7,6,6,6,6,7,6,7,6,3,476
7,7,1,7,7,7,7,7,7,1,7,7,1,1,7,7,7,7,7,7,7,7,7,7,1,1,7,6,1,1,7,7,26,1,2,6,9,Event Coordinator,30,22,6,6,7,6,6,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,1,1,1,1,1,7,7,7,7,7,1,3,5,5,1,1,1,1,3,308
7,7,1,7,7,7,7,7,7,1,7,6,1,1,7,5,4,5,4,4,4,4,4,5,1,1,7,1,1,4,7,3,39,5,2,5,1,Office Manager,40,33,1,3,5,1,1,1,5,4,4,4,4,4,4,2,3,3,3,3,2,3,3,3,3,4,4,4,5,5,5,5,5,5,5,4,3,3,3,2,1,1,1,1,1,1,1,5,5,5,5,2,1,1,2,1,4,2,2,4,3,375
7,6,2,6,7,7,6,6,7,2,6,4,2,2,6,7,1,6,6,5,2,4,6,5,4,1,7,2,2,1,6,7,15,1,1,5,4,Formulation scientist,55,10,1,7,6,5,7,6,5,4,4,5,5,5,5,2,3,5,4,5,3,4,4,5,5,4,5,5,5,5,4,4,5,5,5,5,4,3,5,4,1,2,2,2,1,2,2,7,6,6,7,7,5,6,6,6,2,1,3,2,3,283
6,6,2,6,6,6,6,6,6,2,6,6,2,6,6,6,2,6,6,5,6,5,3,4,3,2,5,3,2,3,6,5,30,1,1,6,10,IT Director,40,25,6,5,6,5,3,2,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,2,4,4,4,5,5,5,5,5,5,5,4,3,3,5,2,4,3,3,3,3,3,2,5,5,5,5,4,1,1,5,1,3,1,1,2,3,148
6,6,6,7,7,7,7,6,6,2,6,6,6,2,5,5,4,6,4,6,6,6,7,5,3,2,6,2,2,2,6,6,13,1,2,2,10,administrative manager,40,16,6,6,7,6,7,5,5,4,5,5,4,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,3,3,4,4,3,2,2,2,3,1,3,5,6,5,5,6,4,6,7,7,6,2,6,6,3,510
6,7,1,6,6,7,6,7,7,2,6,6,1,2,6,6,1,5,6,5,6,7,7,6,1,2,6,6,1,2,6,7,26,1,1,6,4,Doctor,40,21,1,6,6,3,5,3,4,5,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,5,4,5,4,5,4,5,4,5,4,5,5,4,2,1,2,1,2,2,1,6,7,6,5,5,2,4,3,5,5,5,6,6,3,221
6,6,3,6,6,6,6,6,6,3,6,6,6,2,6,6,3,5,6,5,6,6,6,6,3,3,5,3,2,4,6,6,23,1,1,5,9,Software Engeneer,37,20,1,6,6,6,6,6,4,4,5,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,2,3,3,3,5,5,5,5,6,4,6,6,6,6,6,5,4,3,206
2,1,5,1,2,1,1,1,1,7,3,3,6,4,3,2,7,2,1,7,5,6,7,1,7,4,6,4,7,7,1,1,16,,2,4,4,Director,50,18,6,7,7,7,7,7,4,4,4,4,4,5,5,2,3,4,4,5,5,5,5,3,2,3,3,4,5,5,5,5,5,4,4,4,5,3,1,5,6,4,6,4,4,4,4,4,5,4,4,4,3,4,2,1,7,6,7,7,1,496
6,6,2,6,6,6,6,6,6,2,6,5,2,2,6,7,2,6,5,6,6,7,7,5,2,1,5,3,2,3,6,5,33,2,1,6,10,Financial Analyst,34,26,6,6,7,2,6,7,4,4,5,4,4,4,4,2,4,5,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,4,5,3,3,3,3,3,3,3,3,7,7,7,6,7,7,7,6,7,2,2,1,2,3,172
7,7,1,7,7,7,7,7,7,1,7,5,7,1,7,7,1,7,7,7,7,7,7,7,1,1,4,3,1,1,7,7,13,1,1,5,3,Educator,6,16,6,6,7,4,4,1,5,5,5,5,5,5,5,4,5,4,1,1,3,3,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,6,7,4,3,4,7,7,7,7,7,1,7,7,7,1,1,1,1,3,314
5,6,6,6,6,7,6,6,7,7,6,7,6,7,7,6,4,6,6,5,6,6,6,6,7,3,6,7,5,6,6,7,38,1,1,4,10,IT Consultant,35,22,6,6,6,5,5,4,5,4,4,4,4,5,5,5,5,5,4,5,5,4,5,5,5,4,5,5,4,4,4,5,4,5,4,5,3,4,4,4,3,6,3,3,3,3,3,6,6,6,7,6,6,6,6,6,7,6,7,6,2,247
6,7,6,7,7,6,7,7,5,6,7,5,6,1,4,6,2,6,6,7,6,5,6,5,1,2,3,3,2,4,5,5,19,1,1,5,9,Business Analyst,45,14,5,6,6,4,5,3,4,3,3,4,2,4,3,2,4,5,4,3,4,4,4,4,3,4,3,4,4,5,5,4,5,4,4,4,3,4,4,3,5,4,5,4,4,3,3,5,5,4,5,5,6,5,4,5,3,2,4,3,2,437
6,6,6,6,6,6,6,6,6,6,7,6,1,1,6,6,2,6,6,6,6,7,6,6,1,2,3,2,1,1,6,6,17,1,2,5,6,lawyer,51,9,1,6,6,2,6,6,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,3,3,3,3,3,3,5,5,6,5,5,6,5,6,6,6,6,6,5,3,215
7,7,1,7,7,7,7,7,7,1,7,6,1,1,6,7,1,7,7,7,7,7,7,7,1,1,7,1,1,1,7,7,41,2,2,4,4,medical admin,40,35,6,6,6,3,5,5,5,5,5,5,5,5,4,3,4,5,4,5,5,5,5,5,4,5,4,5,4,4,4,4,4,4,4,4,4,5,5,5,3,7,3,3,3,3,3,7,7,5,5,5,4,4,5,5,2,1,1,1,3,300
7,7,1,7,7,7,7,7,7,1,7,7,1,1,7,7,1,7,7,7,1,7,7,7,1,1,7,1,1,1,7,7,21,1,1,2,10,Construction,50,20,1,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,1,1,1,1,3,484
6,6,2,6,6,5,6,6,6,3,5,5,2,2,5,5,4,3,3,3,3,3,3,5,3,3,6,5,2,2,2,2,32,1,2,6,3,admin,40,26,1,6,6,2,3,3,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,4,3,3,3,5,5,5,5,5,5,2,144
6,6,5,6,6,6,6,6,6,2,6,6,6,2,6,5,2,5,5,6,5,5,6,6,2,2,5,2,2,2,6,6,11,6,2,6,4,Therapist,37,5,6,6,6,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,6,6,6,6,6,5,5,5,5,5,2,5,2,6,6,6,6,6,3,502
6,5,2,5,5,6,6,5,6,2,6,6,6,1,6,5,2,5,5,2,4,6,6,4,2,1,7,2,2,2,5,6,48,1,1,5,10,sales assistant,40,44,1,6,5,2,6,6,4,4,4,2,4,4,4,2,4,4,3,4,2,4,3,4,3,4,4,4,3,4,5,4,5,4,3,4,2,3,3,4,3,3,3,6,3,1,1,5,5,7,5,6,3,2,4,5,5,2,2,2,3,298
6,7,7,7,7,6,7,7,7,7,7,5,1,1,6,7,2,6,7,7,7,7,7,5,3,1,5,2,1,1,7,7,38,1,1,6,4,Nurse,40,25,1,7,6,4,6,1,5,4,5,5,5,5,4,2,4,5,3,4,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,3,4,5,3,2,1,1,1,1,1,1,5,7,5,5,5,7,7,7,7,5,7,5,5,3,326
7,6,2,6,6,7,6,6,7,1,6,6,1,1,6,7,2,6,6,6,6,6,6,6,1,1,5,2,1,1,6,6,23,1,1,2,9,Financial advisor,40,10,6,6,7,3,3,3,4,4,5,4,4,5,4,5,4,4,4,5,4,4,4,4,4,5,4,4,5,5,4,4,5,5,4,4,4,4,5,4,3,3,3,2,3,3,3,5,7,5,5,5,2,5,5,7,2,3,2,5,3,464
7,7,1,7,7,7,7,7,7,1,7,7,1,1,7,7,1,7,7,7,7,7,7,7,1,1,7,1,1,1,7,7,33,1,1,2,9,IT Manager,40,20,6,7,7,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,3,7
6,4,5,3,5,4,5,4,3,6,4,3,6,5,4,3,5,3,6,4,4,3,5,3,5,4,5,4,5,4,2,4,12,1,2,4,10,HR Manager,40,7,6,6,5,7,4,5,3,2,5,3,3,2,4,2,2,4,2,4,3,2,3,2,4,5,3,2,3,4,4,3,4,3,4,3,4,3,4,3,6,4,6,4,6,4,6,6,3,5,3,5,6,4,2,5,4,3,5,5,1,52
6,6,2,6,6,5,4,5,4,4,6,6,1,1,5,6,2,6,5,5,4,4,5,5,3,1,6,3,2,2,6,4,19,1,1,5,9,Billing Analyst,40,10,6,5,5,3,4,4,4,4,4,4,4,5,4,3,4,4,5,5,5,5,4,4,3,4,3,3,3,4,4,4,4,4,3,3,4,4,3,4,3,2,4,4,3,4,3,3,3,1,2,3,3,4,5,5,6,6,5,6,3,506
6,6,2,6,6,6,6,6,6,2,6,6,2,2,6,6,2,6,6,6,6,6,6,6,2,2,5,2,2,2,6,5,33,1,1,6,6,litigation manager,40,28,5,5,5,2,3,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,2,3,3,3,3,3,3,5,5,5,5,6,5,5,4,5,3,3,3,4,3,159
7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,1,7,6,6,6,6,6,6,1,1,6,1,1,1,7,7,19,2,1,4,9,Business Management,50,20,6,6,6,1,3,3,4,4,4,4,4,4,4,2,4,2,3,4,3,4,4,3,5,5,4,4,5,5,5,5,5,5,5,4,5,4,4,4,2,2,2,2,2,2,2,5,5,5,5,5,3,3,2,5,3,3,3,3,3,112
6,7,6,7,6,5,6,7,6,2,7,6,7,2,6,7,6,5,7,6,5,7,6,7,4,6,7,6,2,4,7,6,11,1,1,5,7,Service,35,3,1,7,6,5,7,4,5,4,5,5,4,4,3,4,5,4,5,5,3,4,5,5,4,5,5,4,5,5,5,5,5,4,5,4,5,4,5,4,2,7,6,4,3,3,4,7,6,7,6,7,7,6,6,7,4,6,3,4,2,323
6,6,2,5,6,6,6,6,6,2,6,5,5,3,6,6,5,6,5,6,5,6,6,6,2,3,6,3,2,2,5,5,43,1,1,2,10,laborer,40,35,1,6,6,5,6,5,4,3,4,4,3,4,4,3,4,4,3,4,3,3,3,3,2,3,3,3,4,5,4,5,4,4,4,4,3,3,4,3,3,4,3,3,3,3,3,4,5,4,4,3,3,4,5,5,5,5,5,5,3,220
6,5,3,5,6,5,6,4,5,6,5,3,5,6,5,3,5,6,5,2,5,6,2,5,6,2,3,6,5,6,5,7,10,1,1,5,7,Finance,40,4,1,6,5,3,5,2,4,2,4,5,4,2,4,2,4,2,5,4,4,5,2,4,5,4,4,5,5,4,4,5,4,4,4,2,4,5,3,4,3,6,5,6,5,3,6,6,5,7,6,4,5,6,5,6,2,3,6,2,2,210
7,7,1,7,7,6,6,7,7,1,7,7,1,1,7,7,1,7,6,5,5,6,5,5,1,1,7,1,1,1,7,4,17,1,2,5,10,Accountant,40,15,6,5,5,4,6,3,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,4,4,4,5,3,5,5,5,5,5,4,5,4,3,5,4,4,3,3,3,3,3,3,6,6,6,6,6,3,3,4,3,5,5,5,5,3,525
7,7,1,7,7,7,7,7,7,1,7,7,7,1,1,7,4,7,7,7,7,7,7,7,1,1,7,1,1,1,7,7,11,1,1,5,5,engineer,30,5,6,7,7,1,7,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,3,74
6,7,1,7,7,6,7,7,7,1,6,7,1,1,6,6,6,7,6,7,6,7,6,6,2,2,6,3,1,2,6,6,8,2,2,6,2,Creative/UX Designer,39,6,6,6,7,6,7,5,5,4,4,5,5,4,5,3,4,5,5,4,5,5,5,5,4,5,4,4,5,5,5,5,4,5,5,4,3,5,4,4,2,2,1,3,1,3,1,5,7,5,6,7,4,5,7,6,6,1,6,2,3,6
4,5,4,4,5,4,4,4,4,4,3,4,5,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,5,4,4,16,1,1,6,4,Registered Nurse,45,10,6,5,6,5,7,5,5,4,5,3,5,5,5,3,4,5,3,4,4,4,5,5,4,4,4,5,5,5,5,5,5,3,3,4,3,3,5,4,3,1,3,1,3,1,1,7,5,5,7,7,2,2,6,4,1,1,3,3,2,147
7,7,1,7,7,7,7,7,7,1,7,6,1,1,6,7,1,7,7,7,1,6,6,7,1,1,6,2,2,2,7,7,6,,1,5,10,Data Analyst,36,1,6,7,7,2,7,2,5,5,5,5,5,5,5,5,5,5,4,5,3,4,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,7,7,7,5,7,4,5,5,7,4,3,4,5,3,382
7,7,1,6,6,6,6,6,6,1,6,6,1,1,5,6,2,6,6,6,6,6,6,6,1,1,6,2,1,1,6,6,20,2,1,6,9,Lead Data Scientist,40,12,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,1,1,1,1,7,7,7,7,7,3,3,3,3,1,1,1,1,3,20
6,5,6,5,6,6,5,6,6,6,6,5,2,1,5,6,4,6,5,5,5,5,5,6,2,3,4,5,2,3,4,5,33,1,2,5,10,information technologist,40,10,6,5,5,4,5,5,4,3,4,4,4,3,4,2,4,4,4,3,4,3,3,4,3,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,6,5,6,5,4,5,2,5,5,5,6,5,3,4,3,4,3,4,5,4,2,229
7,7,2,6,6,6,6,6,6,2,6,6,6,1,6,6,2,6,6,6,6,6,6,6,1,2,5,2,2,1,6,6,29,2,1,5,9,Operations manager,40,21,1,6,6,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,2,2,2,2,3,32
7,5,4,5,5,7,6,5,6,2,5,4,3,4,4,5,3,6,5,7,6,7,5,6,2,3,4,1,2,2,6,5,31,1,2,2,8,retail store manager,40,30,1,6,6,7,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,5,4,5,5,5,5,5,4,5,4,5,4,3,3,3,3,3,3,3,5,4,5,4,5,5,4,3,4,4,4,4,4,2,207
7,7,6,7,7,6,6,6,7,6,7,6,6,7,6,7,3,5,6,6,6,6,6,6,2,2,7,3,1,5,5,6,17,4,1,3,7,wire technician,40,14,1,7,6,6,6,5,5,4,5,4,4,4,5,4,4,5,1,3,4,4,4,4,5,4,4,5,5,4,4,4,4,5,4,5,4,4,4,4,7,1,6,2,1,1,1,7,7,6,6,7,6,7,7,6,6,6,7,6,3,253
5,5,2,6,5,5,5,5,4,6,6,6,2,2,6,4,3,4,5,6,6,6,6,5,2,4,4,4,4,6,5,2,35,2,2,5,3,Front office manager,35,27,1,5,6,4,6,5,4,3,4,4,3,4,4,3,4,3,4,3,3,4,3,4,3,4,4,4,5,5,4,5,4,5,4,4,4,3,4,4,7,2,2,2,2,7,2,5,5,5,4,4,4,2,2,2,1,1,1,1,2,347
3,2,5,3,3,3,3,3,3,6,3,2,2,5,3,2,6,3,3,5,5,5,5,3,7,3,5,7,4,5,2,4,9,1,1,5,4,strategic sourcing,40,6,6,6,5,6,7,5,2,2,2,1,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,6,2,6,6,1,195
7,6,2,6,6,6,6,6,6,2,5,6,2,2,6,5,2,5,6,6,6,6,6,5,3,2,6,2,2,2,5,6,8,1,2,5,9,Financial Advisor,40,4,1,6,6,3,6,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,5,5,5,5,5,4,4,5,4,4,3,3,3,3,51
5,5,2,5,5,6,6,5,6,2,5,6,1,2,6,5,4,4,4,5,6,5,7,5,4,4,3,1,1,4,3,6,25,1,1,5,8,manager,41,20,5,6,7,1,6,2,5,4,4,5,4,4,5,3,5,4,3,4,3,3,4,4,3,5,4,4,5,5,4,4,4,4,4,5,4,4,4,3,3,4,3,2,4,4,2,5,5,4,5,5,4,5,6,6,7,4,6,7,2,186
6,6,1,7,7,7,7,7,7,1,7,7,1,1,1,7,3,6,6,6,4,6,6,6,2,3,5,2,1,1,6,7,14,1,2,5,10,information technology,45,9,6,4,6,3,7,4,5,5,3,5,3,5,4,4,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,4,3,3,3,3,369
3,2,6,4,3,3,4,4,4,5,4,4,4,4,4,4,6,4,4,4,4,3,4,4,4,3,6,6,3,4,4,4,36,4,2,6,4,Scientist,40,23,1,4,3,2,2,2,3,2,2,3,3,4,4,3,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,3,3,4,3,3,2,3,3,3,4,5,4,5,5,4,4,7,7,7,7,7,4,3,4,4,2,4,2,2,1,391
6,6,1,7,7,5,6,5,5,5,7,7,1,1,7,7,2,6,4,1,1,1,1,5,2,2,3,4,1,1,7,1,36,1,1,6,3,Teacher,40,37,1,1,6,1,1,1,4,4,4,1,1,5,5,3,4,4,5,5,5,5,5,5,2,5,5,5,3,4,4,4,4,4,3,3,2,4,4,3,3,3,3,3,3,3,3,6,5,6,5,5,1,1,1,1,1,5,3,5,3,488
6,7,1,6,6,7,6,6,7,2,6,6,1,1,6,6,2,6,5,6,6,7,6,6,1,2,5,6,2,2,7,7,19,1,1,6,9,Consultant,40,16,1,6,7,4,6,6,4,5,5,4,4,4,5,3,4,4,5,4,4,4,5,5,4,4,5,4,4,5,5,5,4,4,5,4,3,4,4,4,3,2,1,2,2,3,3,5,6,5,6,5,4,4,3,4,3,4,3,4,3,199
6,6,5,7,6,6,6,7,6,5,5,6,5,2,6,7,1,7,6,6,6,6,6,5,6,3,4,3,2,2,7,6,29,1,1,6,10,Port Engineer,9,25,6,6,7,4,4,3,5,5,5,5,5,5,4,2,4,5,4,4,5,4,5,5,5,5,4,4,4,5,5,5,4,4,4,4,5,5,4,4,4,3,4,5,5,5,4,6,6,6,6,7,5,5,5,3,3,4,3,4,3,149
5,6,5,6,5,6,6,6,6,6,6,5,3,2,5,6,2,6,5,5,6,6,6,6,5,6,6,4,5,4,5,6,13,5,2,5,3,TEACHER,40,5,1,6,5,6,5,6,4,5,4,4,5,4,4,4,4,5,5,4,5,4,4,4,5,4,4,4,4,4,4,5,4,5,4,4,4,4,3,4,5,6,5,6,5,6,5,5,5,6,5,5,6,6,5,5,5,6,5,5,2,103
6,6,3,6,6,5,5,6,6,2,6,7,2,2,6,6,2,6,6,4,4,5,5,6,2,5,2,3,2,2,6,6,41,1,2,5,10,Claims adjuster,43,42,5,5,6,2,4,2,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,2,4,4,4,5,5,5,5,5,4,4,5,3,3,3,4,1,1,1,1,1,1,1,5,5,5,5,4,3,3,4,4,3,2,3,3,3,201
6,6,3,5,5,6,6,5,4,5,6,6,4,2,5,6,4,5,6,3,4,5,6,6,4,4,5,6,4,5,3,5,43,2,1,6,10,Chief Technology Officer,40,25,6,4,5,6,5,6,5,4,4,4,3,4,4,4,3,4,4,3,2,3,4,4,4,3,4,3,4,4,5,5,4,5,4,5,4,3,3,4,6,6,5,6,5,4,5,6,6,5,4,5,3,4,5,6,4,5,5,4,2,40
7,7,1,7,7,7,7,7,7,1,7,7,1,1,7,7,5,7,5,7,7,7,7,7,1,1,7,1,1,1,7,7,15,5,1,6,8,Marketing manager,40,7,6,7,7,1,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,6,1,6,1,1,6,6,7,7,7,7,7,7,7,7,7,1,1,1,1,3,68
6,4,2,4,3,3,4,4,3,4,5,4,2,2,6,5,4,4,5,4,4,4,5,4,4,2,2,2,1,4,4,4,16,1,1,5,10,Employment Support Specialist,40,,6,4,5,2,4,3,3,2,2,1,1,3,4,3,4,3,3,3,3,4,4,4,3,2,3,5,5,5,5,5,5,5,5,4,5,3,3,4,3,3,2,4,4,3,4,5,4,4,4,3,4,5,4,4,6,4,3,6,2,364
3,2,2,3,1,2,3,2,1,2,2,3,2,6,4,2,3,3,3,2,3,3,2,1,2,2,1,3,2,2,1,1,24,2,1,6,9,Software Developer,40,15,6,6,7,5,5,5,4,5,4,5,4,5,5,4,5,4,5,4,4,4,5,5,4,5,5,5,4,5,5,4,5,5,4,4,5,4,5,4,3,2,3,1,2,1,2,6,7,5,6,6,7,5,6,6,3,5,5,2,1,158
6,5,3,5,6,6,6,6,5,3,4,5,4,4,3,5,5,5,4,5,6,6,7,5,3,3,6,3,4,3,5,5,8,5,2,5,10,admin,45,2,6,7,6,4,6,5,2,2,2,4,2,4,4,3,3,3,4,4,4,4,4,3,4,4,4,4,5,5,5,4,5,4,4,5,3,4,3,4,3,3,3,5,4,3,3,2,4,2,2,2,2,3,4,2,6,6,6,6,2,568
5,7,1,5,6,7,6,7,6,1,7,6,1,1,6,7,2,6,5,6,6,7,6,7,2,1,6,7,2,1,6,1,13,1,2,5,4,Nurse,30,10,6,5,6,2,5,4,4,5,4,4,5,5,4,4,5,4,5,5,4,4,4,5,5,4,4,4,4,5,4,5,4,4,4,5,5,4,4,4,2,3,3,2,2,2,3,4,5,5,6,5,3,3,3,3,4,5,5,5,3,192
7,7,1,7,7,7,7,7,7,1,7,6,1,2,5,7,1,7,7,7,7,7,7,5,3,2,5,1,1,1,7,7,29,1,2,6,3,Instructional Coach,40,25,1,7,7,6,6,6,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,1,2,4,2,2,5,5,5,5,5,5,5,5,4,3,5,5,1,1,4,1,1,1,1,2,2,2,2,2,6,6,7,5,7,7,7,7,3,559
7,7,1,7,7,7,6,6,6,1,6,6,1,1,6,7,1,7,6,6,1,5,5,7,1,1,7,2,1,1,7,6,36,1,1,3,2,IT Project Manager,55,41,6,6,6,2,5,2,5,4,4,4,4,5,5,3,4,4,2,5,5,5,4,4,3,5,5,5,4,5,5,5,5,5,5,4,3,4,5,2,1,1,1,1,1,1,1,7,7,7,6,7,3,2,4,3,1,1,1,1,3,325
6,5,6,6,5,5,6,6,5,6,7,7,6,5,5,4,4,5,6,5,4,5,6,5,4,5,4,5,5,4,5,6,44,1,1,6,7,Manager,30,20,6,5,6,5,5,4,4,3,4,5,4,4,4,3,3,5,4,4,3,4,4,5,4,3,3,4,4,5,5,5,4,4,4,4,3,3,4,3,6,3,4,5,3,4,4,5,6,5,6,5,5,4,5,6,6,6,5,5,2,126
7,7,1,7,7,7,7,7,7,1,6,6,1,1,7,7,1,7,7,7,7,7,7,7,1,1,6,1,1,1,7,7,19,2,1,5,2,software engineer,45,12,6,6,6,2,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,1,1,1,1,1,1,1,7,7,7,7,7,5,5,5,5,2,1,2,2,3,576
6,7,2,6,5,7,7,6,7,2,6,7,1,2,6,7,3,7,6,7,7,6,7,6,1,2,1,6,7,5,6,7,27,1,1,6,8,Operations Manager,45,20,6,7,7,5,7,6,4,4,5,5,4,5,5,4,5,4,4,4,5,5,4,5,4,4,5,4,4,5,5,4,3,5,4,3,5,4,4,3,3,1,1,1,2,1,2,7,7,6,6,7,1,2,5,6,5,2,5,5,3,113
6,6,2,6,6,7,7,7,6,1,6,6,1,1,6,6,2,6,6,6,6,6,6,6,2,1,7,1,1,2,7,7,43,,3,5,4,DIRECTOR OF NURSING,45,41,1,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,4,5,4,5,4,4,4,4,3,3,4,4,1,1,1,1,1,1,1,7,7,7,7,7,1,1,4,1,3,1,1,1,3,475
